년도	가수	제목	남녀	장르	최고순위	작사가	작곡가	소속사	가사
20160702	Zion.T	드러머 (Drummer) (Feat. 올티)	male	랩/힙합	29	올티 (Olltii)	전용준	THE BLACK LABEL	친구야 잘 지내지 사람들은 널 못 알아보지 나도 똑같아 네 맘 잘 알지 계속 때려 때려 박자 무시해 Fuck the metronome Kick it like a drummer 때리고 쪼개고 부숴버려 Like a drummer Crash it like a drummer 때리고 쪼개고 부숴버려 Like a drummer I'm on the metronome Kick snare earphone 에서 나오는 건 항상 비슷했어 저 새끼들은 몰라 회사 집 어디든 늘 같은 이 박자 속에 갇혀 버린 것 그 박자를 저는 게 가사를 까먹는 게 괜찮다고 해준 사람 없어 혼자 어느새 겁을 먹었나 봐 배탈이 날 정도 실수란 빌어먹을 교과서를 또 정독 Uh 이 병신들이 다 몰라봐도 Aye 시작이 반이라면 아직 반도 안 왔어 친구들이 그랬지 넌 속에 화가 많아 그래 맞아 그래서 난 더 큰 그림을 그려나가 쟤넨 온실에서 자란 식물인간 내가 랩 잘하냐고 이게 질문인가 울 엄마가 말했지 너는 나를 닮았어 내가 최고라는 것을 그때부터 알았어 친구야 잘 지내지 사람들은 널 못 알아보지 나도 똑같아 네 맘 잘 알지 계속 때려 때려 박자 무시해 Fuck the metronome 메인 스테이지 뒤편 너머 그리 밝지 않은 조명 네가 낸 소리에 네가 묻힐지도 어쩌면 남들의 눈에는 우스운 덤앤더머처럼 보여도 상관없이 Hit it like a drummer 가끔 힘들 때 돈 냄새에 현혹돼 정신 차리고 널 꾀려는 뱀의 혀를 떼 이 길이 가시밭이어도 맨발로 걷지 Fuck 구두 계약 남자는 굽 힐 필요 없지 실수해도 그냥 즐겨 삶이란 거대한 쇼를 랩 할 수 있게 담배 대신 말아 줘 드럼 롤을 지금까진 지지부진했지 더 채찍질해 Whiplash 이 지긋한 어둠이 걷히면 You're always with flash So we don't give a fuck Just hit it like a drummer 씨발 괜찮아 우리는 아직 자유롭고 젊어 출구가 안 보여 당장 어둡고 검어도 널 믿으면 서쪽이라도 Watch the sun come up 친구야 잘 지내지 사람들은 널 못 알아보지 나도 똑같아 네 맘 잘 알지 계속 때려 때려 박자 무시해 Fuck the metronome Kick it like a drummer 때리고 쪼개고 부숴버려 Like a drummer Crash it like a drummer 때리고 쪼개고 부숴버려 Like a drummer
20160705	원더걸스	Why So Lonely	female	댄스	1	우혜림	우혜림	(주)JYP엔터테인먼트	너와 입술이 닿을 때부터 모든 게 달라질 줄 알았는데 별거 없어 넌 다른 게 없어 너와 보내는 주말 밤이 아주 달콤할 거라 믿었는데 별거 없어 넌 다를 게 없어 어이없어 영화에 나오는 예쁜 연인들처럼 나나난난 그런 사랑을 원하는데 Baby why I'm so lonely 난 애타는데 넌 뭐니 Baby no 내 마음이 언제 널 떠나 버릴지 몰라 Tell me why 뭐야 니 맘은 도대체 뭐야 내가 얼마나 널 사랑하는 데 이렇게 답답한 기분은 뭔데 뭔가 콩깍지가 씌었는데 너도 나만큼 빠져야 하는데 너만 멋져 내 마음만 다쳐 괜찮을 거라고 Mind control 해도 예상 밖에 있는 내 남잔 Out of control 잔소리만 넘쳐 어이없어 알면 알수록 모르겠어 맘이 왜 자꾸 외로워지는지 나나난난 텅 빈 방안에 혼자 갇혀버린 것 같아 Baby why I'm so lonely 난 애타는데 넌 뭐니 Baby no 내 마음이 언제 널 떠나 버릴지 몰라 Tell me why 뭐야 니 맘은 도대체 뭐야 내가 얼마나 널 사랑하는 데 이렇게 답답한 기분은 뭔데 I don’t wanna talk about it 말하지 않아도 모두 다 알아 봐주길 아 이건 내 그저 가벼운 바램일 뿐 귓가엔 그저 스치는 바람일 뿐 귀찮다는 듯 얼굴을 구겨 뭐든 대충대충 당연하단 듯 너는 우겨 담엔 더 잘해줄게 응 다음이 어디 있어 네 이번 기회 떠나기 전 오 아직도 넌 정신 못 차리면 뻥 차기 직전 Baby why I'm so lonely 난 애타는데 넌 뭐니 Baby no 내 마음이 언제 널 떠나버릴지 몰라 Tell me why 뭐야 니 맘은 도대체 뭐야 내가 얼마나 널 사랑하는 데 이렇게 답답한 기분은 뭔데 뭐야 니 맘은 도대체 뭐야 내가 얼마나 널 사랑하는 데 이렇게 답답한 기분은 뭔데 뭐야
20160711	여자친구 (GFRIEND)	너 그리고 나 (NAVILLERA)	female	댄스	3	용배 (RBW)	용배 (RBW)	(주)쏘스뮤직	알 수 있었어 널 본 순간 뭔가 특별하다는 걸 눈빛 만으로도 느껴지니까 마음이 움직이는 걸 나비처럼 날아 나나나 나빌레라 바람아 바람아 불어라 훨훨 날아가 너에게로 다가갈 수 있도록 하얀 진심을 담아 새롭게 시작해 볼래 너 그리고 나 사랑을 동경해 앞으로도 잘 부탁해 모아둔 마음을 주겠어 그리고 나 마냥 기다리진 않을래 다시 선 시작점이야 조금 더 속도를 올려서 물러선 나의 마음을 달래고 이제는 더 다가갈게 꽃처럼 피어나 나나나 나빌레라 아직은 수줍은 아이야 나도 떨려와 우리 설렘 가득한 목소리로 하얀 진심을 담아 새롭게 시작해 볼래 너 그리고 나 사랑을 동경해 앞으로도 잘 부탁해 모아둔 마음을 주겠어 그리고 나 마냥 기다리진 않을래 바라고 바랐던 이 순간에 항상 내 곁에 있어준 너와 함께 나 언제나 그래왔듯 이룰 거니까 꿈에서 깨어나 나나나 나빌레라 언젠가 너와 나 둘이서 활짝 펼쳐진 미래를 만들어가고 싶은걸 너 하나면 충분하니까 새롭게 시작해 볼래 너 그리고 나 사랑을 동경해 앞으로도 잘 부탁해 모아둔 마음을 주겠어 그리고 나 마냥 기다리진 않을래
20160721	허각	바다	male	댄스	23	장용진	장용진	플레이엠 엔터테인먼트	나의 볼에 입 맞춰 나를 사랑한다 말하는 널 보면 마음이 더 불안해 가지더라도 절대 너만은 내 거란 걸 그렇게 말하고 다닐 거야 그댄 내 마음속에 바다야 매일매일 꿈을 꾸며 사네요 그대와 수영해 몰래 맘속에 떨리는 마음을 애써 감춘 채 울고 싶었어 내 앞에 널 봤을 때 너무도 커져버린 너였기에 나는 초라해졌던 거야 내 손을 잡아주기를 바래 난 나를 보낼게 네게 나의 바다야 나의 하늘아 나를 안고서 그렇게 잠들면 돼 나의 바다야 나의 하늘아 난 너를 사랑해 언제나 나의 곁에 있는 널 왜 왜 넌 왜 넌 내게만 만만 어딜 가 자꾸자꾸 커져만 가는거야 왜 왜 넌 왜 넌 내게만 만만 어딜 가 자꾸자꾸 멀게만 느낀걸까 왜 왜 넌 왜 넌 내게만 만만 어딜 가 자꾸자꾸 커져만 가는거야 왜 왜 넌 왜 넌 내게만 만만 어딜 가 자꾸자꾸 멀게만 느낀걸까 울고 싶었어 내 앞에 널 봤을 때 너무도 커져버린 너였기에 나는 초라해졌던 거야 내 손을 잡아주기를 바래 난 나를 보낼게 네게 나의 바다야 나의 하늘아 나를 안고서 그렇게 잠들면 돼 나의 바다야 나의 하늘아 난 너를 사랑해 언제나 나의 곁에 있는 널 나의 바다야 나의 하늘아 나를 안고서 그렇게 잠들면 돼 나의 바다야 나의 하늘아 난 너를 사랑해 언제나 나의 곁에 있는 널 나의 바다 나의 하늘 나의 바다 나의 하늘 나의 바다 나의 하늘 우리 사랑 영원하기를 나의 바다 나의 하늘 나의 바다 나의 하늘 나의 바다 나의 하늘 우리 사랑 영원하기를
20160803	스탠딩 에그	여름밤에 우린	male	"인디음악, 포크/블루스"	2	Egg3	Egg3	본엔터테인먼트	You will always be my girl I promise you I will be on your side 움직이지 말아줘 눈에 담고 있으니까 작은 표정 하나하나 맘에 담고 싶으니까 꿈을 꾸는듯한 눈부신 오늘 밤 별빛이 가득한 너의 눈을 본 순간 난 알아버렸지 지금 우리 사이 세상에서 가장 특별해 baby 별이 가득한 여름밤에 우린 눈부시게 아름다운 그림 모든 게 다 바래고 지워져도 간직하고 있을게 내 눈을 보면서 너는 어떤 생각해 나는 너를 보면서 또 너를 생각해 넌 알 수 있겠니 지금 우리 사이 세상에서 가장 특별해 baby 별이 가득한 여름밤에 우린 눈부시게 아름다운 그림 모든 게 다 바래고 지워져도 간직하고 있을게 baby 누가 뭐래도 영원토록 우린 이 세상에 하나뿐인 그림 모든 게 다 바래고 지워져도 간직하고 있을게 간직하고 있을게
20160804	잔나비	뜨거운 여름밤은 가고 남은 건 볼품없지만	male	"인디음악, 록/메탈"	17	잔나비	잔나비	페포니 뮤직	그땐 난 어떤 마음이었길래 내 모든걸 주고도 웃을 수 있었나 그대는 또 어떤 마음이었길래 그 모든걸 갖고도 돌아서 버렸나 뜨거운 여름밤은 가고 남은 건 볼 품 없지만 또다시 찾아오는 누군갈 위해서 남겨두겠소 다짐은 세워올린 모래성은 심술이 또 터지면 무너지겠지만 뜨거운 여름밤은 가고 남은 건 볼 품 없지만 또다시 찾아오는 누군갈 위해서 남겨두겠소 그리운 그 마음 그대로 영원히 담아둘거야 언젠가 불어오는 바람에 남몰래 날려보겠소 눈이 부시던 그 순간들도 가슴아픈 그대의 거짓말도 새하얗게 바래지고 비틀거리던 내 발걸음도 그늘아래 드리운 내 눈빛도 아름답게 피어나길 눈이 부시던 그 순간들도 가슴아픈 그대의 거짓말도 새하얗게 바래지고 비틀거리던 내 발걸음도 그늘아래 드리운 내 눈빛도 아름답게 피어나길 눈이 부시던 그 순간들도 가슴아픈 그대의 거짓말도 새하얗게 바래지고 비틀거리던 내 발걸음도 그늘아래 드리운 내 눈빛도 아름답게 피어나길
20160808	BLACKPINK	휘파람	female	랩/힙합	23	Bekuh BOOM	Bekuh BOOM	(주)YG엔터테인먼트	Hey boy Make’ em whistle like a missile bomb bomb Every time I show up blow up uh Make’ em whistle like a missile bomb bomb Every time I show up blow up uh 넌 너무 아름다워 널 잊을 수가 없어 그 눈빛이 아직 나를 이렇게 설레게 해 boom boom 24 365 오직 너와 같이 하고파 낮에도 이 밤에도 이렇게 너를 원해 ooh ooh 모든 남자들이 날 매일 check out 대부분이 날 가질 수 있다 착각 절대 많은 걸 원치 않아 맘을 원해 난 넌 심장을 도려내 보여봐 아주 씩씩하게 때론 chic chic 하게 So hot so hot 내가 어쩔 줄 모르게 해 나지막이 불러줘 내 귓가에 도는 휘파람처럼 이대로 지나치지 마요 너도 나처럼 날 잊을 수가 없다면 WHOA 널 향한 이 마음은 Fire 내 심장이 빠르게 뛰잖아 점점 가까이 들리잖아 휘파람 UH 휘 파람 파람 파람 can you hear that 휘 파라파라 파라 밤 휘파람 UH 휘 파람 파람 파람 can you hear that 휘 파라파라 파라 밤 Hold up 아무 말 하지 마 Just whistle to my heart 그 소리가 지금 나를 이렇게 설레게 해 boom boom 생각은 지루해 느낌이 shhh Every day all day 내 곁에만 있어줘 zoom zoom Uh 언제나 난 stylin’ 도도하지만 네 앞에선 darlin’ 뜨거워지잖아 like a desert island 널 알아갈수록 울려대는 마음속 그만 내빼 넘어와라 내게 boy 이젠 checkmate 게임은 내가 win uh-huh 난 널 택해 안아줘 더 세게 누가 널 가로채 가기 전에 내가 uh 이대로 지나치지 마요 너도 나처럼 날 잊을 수가 없다면 WHOA 널 향한 이 마음은 Fire 내 심장이 빠르게 뛰잖아 점점 가까이 들리잖아 휘파람 UH 휘 파람 파람 파람 can you hear that 휘 파라파라 파라 밤 휘파람 UH 휘 파람 파람 파람 can you hear that 휘 파라파라 파라 밤 This beat got me feelin’ like 바람처럼 스쳐가는 흔한 인연이 아니길 많은 말은 필요 없어 지금 너의 곁에 나를 데려가 줘 ohh Make’ em whistle like a missile bomb bomb Every time I show up blow up uh Make’ em whistle like a missile bomb bomb Every time I show up blow up uh
20160809	아이오아이 (I.O.I)	Whatta Man (Good man)	female	댄스	8	서정아	Melanie Fontana	YMC엔터테인먼트	whatta man whatta man whatta man 알아 너는 good man whatta man whatta man whatta man 맞아 너는 good man 지나치면 아쉬울 것 같아 나 눈도장을 찍어 볼까 살짝만 네가 맞아 주윌 둘러보지마 눈이 계속 마주치고 있잖아 전기가 찡 통했는데 괜찮은 거야 말해봐 나 혼자서만 오해한 거야 흔들리는 눈빛 속에 비치는 네 맘 읽어나 볼까 자 뭐라고 썼나 you know you got me singing whatta man whatta man whatta man 알아 너는 good man 그치 whatta man whatta man whatta man 맞아 너는 good man 그래 네가 맞아 whatta man whatta man whatta man 알아 너는 good man yes he is whatta man whatta man whatta man 맞아 너는 good man 그래 맞아 너는 good man 맘속에 작은 불씨 바람만 부는 날씨 예고도 없이 커져만 가니 난 어떡하면 좋니 좀 더 다가와서 확인해 봐 che-che-check me out 한눈팔지 말고 쭉 계속 집중해 봐 첨부터 넌 좀 특별했지 feel so good 뭔가 촉이 왔지 넌 어딘가 되게 묘한 느낌 뭔가 달러 뭔가 달러 뭔가 달러 you know you got me singing whatta man whatta man whatta man 알아 너는 good man 그치 whatta man whatta man whatta man 맞아 너는 good man 그래 네가 맞아 whatta man whatta man whatta man 알아 너는 good man yes he is whatta man whatta man whatta man 맞아 너는 good man 그래 맞아 너는 good man 하늘에서 떨어지는 행운이 너에게로 올 것 같니 무사히 이건 신이 주신 기회야 뭐해 달려와 붙잡지 않고 꽉 안 잡으면 풍선처럼 날아갈 거야 기회를 뻥 차버리면 이불킥 각이야 언제까지 망설일 거야 이제 그만 oh oh oh oh 나는 말야 궁금해 네가 가까이 와 봐 널 해치지 않아 whatta man whatta man whatta man 알아 너는 good man yes he is whatta man whatta man whatta man 맞아 너는 good man whatta man whatta man whatta man whatta man 알아 너는 good man oh oh whatta man whatta man whatta man 맞아 너는 good man come on and singing with me whatta man whatta man whatta man 알아 너는 good man
20160818	EXO	Lotto	male	댄스	14	김민지 (Jam Factory)	Rodnae `Chikk` Bell	(주)SM엔터테인먼트	Oh yeah yeah oh yeah yeah 별 관심이 없는 척 시선을 피해서 가 이해해 모든 걸 걸어야만 할 테니까 스쳐만 봐도 Oh yeah 다른 여자와는 확 달라 뒤돌아봐도 분명 내게 찾아온 Luck Lipstick Chateau 와인빛 컬러 La La La La 하얀 Champagne 버블에 샤워 La La La La 평생에 한 번일지도 몰라 꾹 참았던 본능이 튀어 올라 어쩌나 I just hit the lotto Oh-oh-oh Lotto Oh-oh-oh Lotto Oh-oh-oh Lotto Oh-oh-oh Lotto 너란 행운 마치 실낱 같은 확률 속에 맘을 던지게 해 날 다른 사람들은 이제 팝콘 입에 넣은 채 우릴 쳐다 봐 Ah baby 멀리서 들려오는 소리 No way No way no way no 즐겨 봐 Oh yeah 모든 게 바뀌어 Oh yeah 오늘부턴 공기도 달라 세상이 바뀌어 밤하늘엔 은빛 별들 Lipstick Chateau 와인빛 컬러 La La La La 하얀 Champagne 버블에 샤워 La La La La 평생에 한 번일지도 몰라 꾹 참았던 본능이 튀어 올라 널 향해 소리 질러 Louder Oh-oh-oh Louder Oh-oh-oh Louder Oh-oh-oh Louder Oh-oh-oh Louder 이 순간을 놓치진 마 We’re going crazy my lucky lady 또 한 번 기억될 날을 지금도 난 목이 말라 네게 줄게 아직 많아 I don’t need no money 너만 있으면 돼 더없이 간절히 원하는 걸 모든 것을 걸어 내게 Oh yeah Lipstick Chateau 와인빛 컬러 Chateau Chateau all over yeah 하얀 Champagne 버블에 샤워 하얀 Champagne on me 평생에 한 번일지도 몰라 꾹 참았던 본능이 튀어 올라 본능이 튀어 올라 어쩌나 I just hit the lotto Just hit the lotto yeah oh La La La La yeah yeah yeah yeah yeah yeah Just hit the lotto woo yeah Lotto Oh-oh-oh Yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah Hit the lotto ooh yeah 넌 Lotto La La La La
20160825	어반자카파	목요일 밤 (Feat. 빈지노)	all	R&B/Soul	4	빈지노 (Beenzino)	조현아 (어반자카파)	(주)메이크어스엔터테인먼트	평범한 목요일 밤 널 데려 갈게 어디든 일주일 중에 네가 제일 지쳐 있을 오늘 Wanna drive If you don’t mind 둘이서 갈래 어디든 밤을 가득 채울 너와 나 그 곳을 향해 향해 Wherever you want 이리 저리 치이다 정해진 모든 걸 해내도 하나도 웃음 안 나고 또 올 내일이 두렵고 밤은 좀 남았는데 어떻게 써야할지 모르고 너와 함께 밤공기를 느끼고 파 지금 데리러 갈게 집에 가지 말고 있어줘 baby I’m on my way Maybe I’ll be there by 8 왜 너가 차빌 내야해 좋은 음악이 있는 오빠 차가 있잖아 물론 내일 일찍 일 나가야해 이런 실랑이 할 시간에 조금이라도 널 봐야해 난 호흡이 딸리는 목요일 밤 널 생각하면서 달려가 난 평범한 목요일 밤 널 데려 갈게 어디든 일주일 중에 네가 제일 지쳐 있을 오늘 Wanna drive If you don’t mind 둘이서 갈래 어디든 밤을 가득 채울 너와 나 그 곳을 향해 향해 Wherever you want 어디든 데려다 줄게 건반처럼 가로등을 가로지르며 너의 하룰 들으며 그랬어 그러면서 너를 괴롭혔던 바깥 세상의 밤 공기를 밀며 창 밖에 내던진 음악처럼 한강엔 별과 달이 시간과 똑같이 흐르고 있어 우린 느낄 수 있어 둘이서 앞으로 더 많은 목요일에 도착할 거란 걸 평범한 목요일 밤 널 데려갈게 어디든 Wherever you want 어디가 됐건 Whatever you want 그 무엇이 됐건 Let’s go Let’s go Wanna drive If you don’t mind 둘이서 갈래 어디든 Wherever you want Wherever we want Wherever I want Wherever you want we’re going to yo 바람을 더 느끼게 창문을 더 활짝 열어줘 아무 말 필요 없어 그냥 나를 믿어 Give it up Baby Wanna drive If you don’t mind 둘이서 갈래 어디든 밤을 가득 채울 너와 나 그 곳을 향해 향해 Wherever you want Wherever you want Wherever we want Wherever I want Wherever you want we’re going to yo Wherever you want Wherever we want Wherever I want Wherever you want we’re going to yo
